"","x.before","x.after"
"income",4.8695652173913,7.38461538461539
"review",6.08695652173913,4.30769230769231
"relationship",4.26086956521739,4.88461538461539
"theory",7.04347826086957,5.23076923076923
"things",10.1739130434783,2.15384615384615
"home",5.1304347826087,3.42307692307692
"benefits",5.65217391304348,4.69230769230769
"customers",6.52173913043478,5.42307692307692
"rental",3.8695652173913,4.03846153846154
"states",9.60869565217391,2.46153846153846
"space",6.26086956521739,4.38461538461539
"price",4.56521739130435,5
"accommodation",3.26086956521739,0
"environment",8,2.88461538461538
"belk",4.69565217391304,2.92307692307692
"botsman",5.60869565217391,3.07692307692308
"clothes",5.95652173913043,0
"customer",4.30434782608696,5.61538461538461
"user",4.82608695652174,5.46153846153846
"place",6.1304347826087,3.88461538461538
"industry",4.91304347826087,2.92307692307692
"policy",4.08695652173913,4.26923076923077
"demand",0.782608695652174,5.53846153846154
"individual",4.60869565217391,4.46153846153846
"cities",0,4.11538461538461
"technologies",8.73913043478261,3.53846153846154
"taxi",0,2.92307692307692
"media",6,5.80769230769231
"ridesharing",0,4.30769230769231
"financial",5.73913043478261,3.92307692307692
"rent",9.08695652173913,2.15384615384615
"regulatory",7.21739130434783,2.76923076923077
"lyft",0,10.3076923076923
"businesses",2.04347826086957,4.26923076923077
"international",5.34782608695652,2.65384615384615
"global",7,2.76923076923077
"networks",4.21739130434783,4.88461538461539
"carsharing",0.652173913043478,3.42307692307692
"communities",2.78260869565217,4.96153846153846
"cars",2.56521739130435,3.23076923076923
"marketing",5.47826086956522,2.46153846153846
"culture",8.1304347826087,2.19230769230769
"rules",7.30434782608696,0
"food",1.17391304347826,5.61538461538461
"design",5.04347826086957,2.73076923076923
"government",2.39130434782609,2.61538461538462
"safety",4.21739130434783,3.65384615384615
"hotel",8.30434782608696,0
"transactions",4.60869565217391,4
"collaborativeconomy",3.82608695652174,3.11538461538462
"driver",0,3.19230769230769
"relationships",5.56521739130435,2.73076923076923
"hosts",0,3.61538461538462
"ride",0,2.23076923076923
"buy",7.21739130434783,0
"digital",0,4.23076923076923
"interest",3.34782608695652,2.5
"fashion",14.3913043478261,0
"transportation",0,3.46153846153846
"european",6.26086956521739,0
"pay",2.73913043478261,2.19230769230769
"providers",0.130434782608696,4.57692307692308
"discussion",3.69565217391304,2.53846153846154
"owners",0.695652173913043,2.15384615384615
"clothing",3.8695652173913,0
"communication",5.26086956521739,0
"regulations",1.04347826086957,0
"peer",0,5.42307692307692
"rise",2.60869565217391,2.46153846153846
"renting",5.69565217391304,0
"possessions",0,0
"provided",3.82608695652174,2.46153846153846
"urban",0.0869565217391304,2.84615384615385
"economics",0.260869565217391,4.07692307692308
"reasons",3.52173913043478,0
"mobility",0,3.42307692307692
"lack",2.56521739130435,2.19230769230769
"insurance",0.130434782608696,0
"instance",5.47826086956522,0
"swapping",6.04347826086957,0
"concerns",3.60869565217391,0
"political",1.69565217391304,3.11538461538462
"capital",5.73913043478261,5.53846153846154
"offer",0.782608695652174,0
"mobile",1.1304347826087,4.03846153846154
"commission",5.56521739130435,0
"issue",4.56521739130435,0
"travel",3.69565217391304,0
"challenges",0,2.30769230769231
"facebook",3.95652173913043,0
"vehicle",0,2.92307692307692
"strategy",0,2.23076923076923
"right",1.21739130434783,2.15384615384615
"opportunities",0,2.42307692307692
"participant",10.2173913043478,0
"limited",3.56521739130435,0
"commercial",0.782608695652174,0
"rate",2.26086956521739,0
"guests",0,3.11538461538462
"que",0,0
"tax",2.30434782608696,0
"press",5.39130434782609,2.88461538461538
"waste",0,7.57692307692308
"positive",0,0
"craigslist",0,7.30769230769231
"working",1,0
"negative",0,0
"room",1.43478260869565,0
"barcelona",0,6.92307692307692
"governments",0,0
"owning",0,0
"laws",0.826086956521739,0
"benefit",4.52173913043478,2.19230769230769
"compared",0,0
"competitive",0.0434782608695652,0
"science",4,2.46153846153846
"presented",0,0
"period",0.130434782608696,0
"american",2.65217391304348,3.5
"cultural",3.1304347826087,3.03846153846154
"opportunity",0,0
"housing",0,0
"vehicles",0,5.69230769230769
"advantage",0,0
"success",0,0
"francisco",0,0
"rentals",0,0
"parking",0,0
"protection",0,0
"suppliers",0,0
"governance",3.34782608695652,2.30769230769231
"problems",3.1304347826087,2.46153846153846
"norms",3.43478260869565,2.19230769230769
"indicators",0.695652173913043,4.57692307692308
"nature",3.34782608695652,2.15384615384615
"health",5.73913043478261,0
"family",5.73913043478261,0
"computer",5.56521739130435,0
"reputation",1.82608695652174,3.26923076923077
"dependent",5.39130434782609,0
"reform",5.21739130434783,0
"reviews",2.73913043478261,2.15384615384615
"hotels",5.17391304347826,0
"household",0.0434782608695652,4.5
"etsy",0,4.46153846153846
"experiences",4.73913043478261,0
"changes",4.65217391304348,0
"institutions",0,4.07692307692308
"identity",4.47826086956522,0
