"","x.before","x.after"
"travel",0,5.3125
"challenges",0,0
"facebook",2.28571428571429,4.6875
"vehicle",0,0
"strategy",0,0
"right",4,0
"opportunities",0,0
"participant",2.14285714285714,13.75
"limited",0,5.125
"commercial",2.57142857142857,0
"rate",7.42857142857143,0
"guests",0,0
"que",0,0
"tax",7.57142857142857,0
"press",3.14285714285714,6.375
"waste",0,0
"positive",0,0
"craigslist",0,0
"working",3.28571428571429,0
"negative",0,0
"room",4.71428571428571,0
"barcelona",0,0
"governments",0,0
"owning",0,0
"laws",2.71428571428571,0
"benefit",0,6.5
"compared",0,0
"competitive",0.142857142857143,0
"science",0,5.75
"presented",0,0
"period",0.428571428571429,0
"american",8.71428571428571,0
"cultural",0,4.5
"opportunity",0,0
"housing",0,0
"vehicles",0,0
"advantage",0,0
"success",0,0
"francisco",0,0
"rentals",0,0
"parking",0,0
"protection",0,0
"suppliers",0,0
"governance",0,4.8125
"problems",0,4.5
"norms",0,4.9375
"indicators",2.28571428571429,0
"nature",0.285714285714286,4.6875
"health",0.142857142857143,8.1875
"family",3.42857142857143,6.75
"computer",0.142857142857143,7.9375
"reputation",6,0
"dependent",0,7.75
"reform",0,7.5
"reviews",0,3.9375
"hotels",0,7.4375
"household",0.142857142857143,0
"etsy",0,0
"experiences",2.42857142857143,5.75
"changes",4.85714285714286,4.5625
"institutions",0,0
"identity",3.42857142857143,4.9375
