"","x.before","x.after"
"leadership",0.273888888888889,0
"investment",0.270833333333333,0
"funding",0.190555555555556,0.3575
"house",0.178611111111111,0.29
"problem",0.208055555555556,0
"europe",0.193055555555556,0
"london",0.238888888888889,0
"political",0.229444444444444,0
"brands",0.09,0.81
"changing",0.144444444444444,0.39
"past",0.137222222222222,0.36
"transportation",0.109444444444444,0.5275
"price",0.130833333333333,0.365
"connect",0.116388888888889,0.4175
"lyft",0.0472222222222222,0.805
"trend",0.126944444444444,0.375
"entrepreneurs",0.1325,0.3175
"smart",0.200555555555556,0
"tax",0.158333333333333,0
"rental",0.0944444444444444,0.45
"quality",0.155833333333333,0.32
"care",0.103333333333333,0.3375
"risk",0.185,0
"theory",0.18,0
"china",0.1775,0
"renting",0.0913888888888889,0.38
"opportunity",0.100277777777778,0.3625
"zipcar",0.163888888888889,0
"european",0.163333333333333,0
"p2p",0.1625,0
"institute",0.160555555555556,0
"countries",0.159722222222222,0
"virtual",0.158333333333333,0
"hotel",0.0608333333333333,0.4675
"apps",0.0325,0.4725
"oil",0.150277777777778,0
"carbon",0.146111111111111,0
"performance",0.144166666666667,0
"oxford",0.143888888888889,0
"taxi",0,0.615
"offers",0.109722222222222,0.29
"driver",0.0372222222222222,0.415
"corporations",0.134444444444444,0
"friends",0.134444444444444,0
"buying",0.0319444444444444,0.545
"manufacturing",0.126666666666667,0
"employees",0,0.44
"adobe",0.124722222222222,0
"challenges",0.0905555555555556,0.3025
"rachelbotsman",0.123888888888889,0
"income",0.0302777777777778,0.355
"president",0.121666666666667,0
"library",0.119722222222222,0
"family",0.116944444444444,0
"crowdfunding",0.111666666666667,0
"ondemandeconomy",0,0.35
"urban",0.105,0
"retail",0.105,0
"waste",0.105,0
"association",0.104722222222222,0
"organization",0.0997222222222222,0
"groups",0.0983333333333333,0
"room",0.0322222222222222,0.2875
"safety",0.0630555555555556,0.3125
"drive",0.0291666666666667,0.295
"crisis",0.0911111111111111,0
"regulation",0,0.355
"canada",0.0866666666666667,0
"taskrabbit",0.0391666666666667,0.4175
"entrepreneurship",0.085,0
"nature",0.0841666666666667,0
"jeremiahowyang",0.0436111111111111,0.3625
"usa",0.0833333333333333,0
"michigan",0.0833333333333333,0
"israel",0.0813888888888889,0
"rules",0.0277777777777778,0
"fuel",0.08,0
"hardware",0.0788888888888889,0
"cultural",0.0788888888888889,0
"board",0.0777777777777778,0
"amazon",0.0772222222222222,0
"infographic",0.0763888888888889,0
"regulations",0,0.3725
"providers",0,0.335
"students",0.0744444444444444,0
"ride",0,0.2975
"carsharing",0.0730555555555556,0
"seats",0.0722222222222222,0
"crowdsourcing",0.0702777777777778,0
"employment",0.0311111111111111,0
"coworking",0.0672222222222222,0
"programmeoxford",0.0672222222222222,0
"driving",0.0286111111111111,0.34
"foundation",0.0663888888888889,0
"career",0.0661111111111111,0
"individual",0.0652777777777778,0
"works",0.065,0
"blogs",0.065,0
"independent",0,0
"africa",0.0622222222222222,0
"sell",0.0291666666666667,0.29
"apple",0.0613888888888889,0
"tourism",0.0594444444444444,0
"lifestyle",0.0594444444444444,0
"natural",0.0572222222222222,0
"owners",0.0561111111111111,0
"california",0.0558333333333333,0
