"","GSC.2012.X","GSC.2012.Y","GSC.2013.X","GSC.2013.Y","GSC.2014.X","GSC.2014.Y","GSC.2015.X","GSC.2015.Y"
"lyft",0,0,0,0,0,10.3076923076923,5.46938775510204,3.0327868852459
"businesses",0,9.4,6.71428571428571,0,2.04347826086957,4.26923076923077,3.22448979591837,4.78688524590164
"international",1.5,0,0.428571428571429,7.5,5.34782608695652,2.65384615384615,3.91836734693878,4.13114754098361
"global",1,5.4,4.14285714285714,8.25,7,2.76923076923077,4.75510204081633,3.36065573770492
"networks",7,4.2,5,3.875,4.21739130434783,4.88461538461539,4.57142857142857,3.45901639344262
"carsharing",0,3,2.14285714285714,0,0.652173913043478,3.42307692307692,2.12244897959184,5.39344262295082
"communities",2,12,9.14285714285714,0,2.78260869565217,4.96153846153846,3.93877551020408,3.85245901639344
"cars",0,0,0,3.6875,2.56521739130435,3.23076923076923,2.91836734693878,4.63934426229508
"marketing",0,5,3.57142857142857,6.3125,5.47826086956522,2.46153846153846,3.87755102040816,3.42622950819672
"culture",0,6,4.28571428571429,9.8125,8.1304347826087,2.19230769230769,4.97959183673469,2.49180327868852
"rules",1,0,0.285714285714286,10.375,7.30434782608696,0,3.42857142857143,3.63934426229508
"food",0,5.4,3.85714285714286,0,1.17391304347826,5.61538461538461,3.53061224489796,3.52459016393443
"design",0.5,5.8,4.28571428571429,5.375,5.04347826086957,2.73076923076923,3.81632653061224,3.26229508196721
"government",0.5,10.8,7.85714285714286,0,2.39130434782609,2.61538461538462,2.51020408163265,4.0983606557377
"safety",0,4.8,3.42857142857143,4.5625,4.21739130434783,3.65384615384615,3.91836734693878,2.9672131147541
"hotel",0,6.6,4.71428571428571,9.875,8.30434782608696,0,3.89795918367347,2.95081967213115
"transactions",7,5.4,5.85714285714286,4.0625,4.60869565217391,4,4.28571428571429,2.59016393442623
"collaborativeconomy",0,0,0,5.5,3.82608695652174,3.11538461538462,3.44897959183673,3.13114754098361
"driver",0,0,0,0,0,3.19230769230769,1.69387755102041,4.52459016393443
"relationships",0,8.6,6.14285714285714,5.3125,5.56521739130435,2.73076923076923,4.06122448979592,2.57377049180328
"hosts",0,0,0,0,0,3.61538461538462,1.91836734693878,4.24590163934426
"ride",0,0,0,0,0,2.23076923076923,1.18367346938776,4.70491803278689
"buy",0,6.2,4.42857142857143,8.4375,7.21739130434783,0,3.38775510204082,2.88524590163934
"digital",0,0,0,0,0,4.23076923076923,2.24489795918367,3.70491803278689
"interest",0.5,0,0.142857142857143,4.75,3.34782608695652,2.5,2.89795918367347,3.11475409836066
"fashion",0,0,0,20.6875,14.3913043478261,0,6.75510204081633,0
"transportation",0,0,0,0,0,3.46153846153846,1.83673469387755,3.83606557377049
"european",0,0,0,9,6.26086956521739,0,2.93877551020408,2.83606557377049
"pay",0,0,0,3.9375,2.73913043478261,2.19230769230769,2.44897959183673,3.19672131147541
"providers",1.5,0,0.428571428571429,0,0.130434782608696,4.57692307692308,2.48979591836735,3.16393442622951
"discussion",0,3.2,2.28571428571429,4.3125,3.69565217391304,2.53846153846154,3.08163265306122,2.68852459016393
"owners",0,3.2,2.28571428571429,0,0.695652173913043,2.15384615384615,1.46938775510204,3.90163934426229
"clothing",0,0,0,5.5625,3.8695652173913,0,1.81632653061224,3.62295081967213
"communication",1.5,11.2,8.42857142857143,3.875,5.26086956521739,0,2.46938775510204,3.09836065573771
"regulations",0,4.8,3.42857142857143,0,1.04347826086957,0,0.489795918367347,4.62295081967213
"peer",0,0,0,0,0,5.42307692307692,2.87755102040816,2.70491803278689
"rise",0,0,0,3.75,2.60869565217391,2.46153846153846,2.53061224489796,2.86885245901639
"renting",0,6.2,4.42857142857143,6.25,5.69565217391304,0,2.6734693877551,2.70491803278689
"possessions",0,0,0,0,0,0,0,4.83606557377049
"provided",0,0,0,5.5,3.82608695652174,2.46153846153846,3.10204081632653,2.32786885245902
"urban",1,0,0.285714285714286,0,0.0869565217391304,2.84615384615385,1.55102040816327,3.55737704918033
"economics",3,0,0.857142857142857,0,0.260869565217391,4.07692307692308,2.28571428571429,2.9344262295082
"reasons",0,3.2,2.28571428571429,4.0625,3.52173913043478,0,1.6530612244898,3.36065573770492
"mobility",0,0,0,0,0,3.42307692307692,1.81632653061224,3.21311475409836
"lack",0,0,0,3.6875,2.56521739130435,2.19230769230769,2.36734693877551,2.75409836065574
"insurance",1.5,0,0.428571428571429,0,0.130434782608696,0,0.0612244897959184,4.59016393442623
"instance",0,3.6,2.57142857142857,6.75,5.47826086956522,0,2.57142857142857,2.57377049180328
"swapping",0,0,0,8.6875,6.04347826086957,0,2.83673469387755,2.36065573770492
"concerns",0.5,0,0.142857142857143,5.125,3.60869565217391,0,1.69387755102041,3.24590163934426
"political",0,7.8,5.57142857142857,0,1.69565217391304,3.11538461538462,2.44897959183673,2.62295081967213
"capital",0,6.2,4.42857142857143,6.3125,5.73913043478261,5.53846153846154,5.63265306122449,0
"offer",0,3.6,2.57142857142857,0,0.782608695652174,0,0.36734693877551,4.21311475409836
"mobile",1.5,4.6,3.71428571428571,0,1.1304347826087,4.03846153846154,2.6734693877551,2.36065573770492
"commission",0.5,0,0.142857142857143,7.9375,5.56521739130435,0,2.61224489795918,2.37704918032787
"issue",0,6.8,4.85714285714286,4.4375,4.56521739130435,0,2.14285714285714,2.73770491803279
"travel",0,0,0,5.3125,3.69565217391304,0,1.73469387755102,2.91803278688525
"challenges",0,0,0,0,0,2.30769230769231,1.22448979591837,3.26229508196721
"facebook",0,3.2,2.28571428571429,4.6875,3.95652173913043,0,1.85714285714286,2.75409836065574
"vehicle",0,0,0,0,0,2.92307692307692,1.55102040816327,2.88524590163934
"strategy",0,0,0,0,0,2.23076923076923,1.18367346938776,2.91803278688525
"right",0,5.6,4,0,1.21739130434783,2.15384615384615,1.71428571428571,2.49180327868852
"opportunities",0,0,0,0,0,2.42307692307692,1.28571428571429,2.81967213114754
"participant",0,3,2.14285714285714,13.75,10.2173913043478,0,4.79591836734694,0
"limited",0,0,0,5.125,3.56521739130435,0,1.6734693877551,2.49180327868852
"commercial",0,3.6,2.57142857142857,0,0.782608695652174,0,0.36734693877551,3.45901639344262
"rate",15,4.4,7.42857142857143,0,2.26086956521739,0,1.06122448979592,2.81967213114754
"guests",0,0,0,0,0,3.11538461538462,1.6530612244898,2.34426229508197
"que",0,0,0,0,0,0,0,3.59016393442623
"tax",0,10.6,7.57142857142857,0,2.30434782608696,0,1.08163265306122,2.68852459016393
"press",0,4.4,3.14285714285714,6.375,5.39130434782609,2.88461538461538,4.06122448979592,0
"waste",0,0,0,0,0,7.57692307692308,4.02040816326531,0
"positive",0,0,0,0,0,0,0,3.19672131147541
"craigslist",0,0,0,0,0,7.30769230769231,3.87755102040816,0
"working",1,4.2,3.28571428571429,0,1,0,0.469387755102041,2.70491803278689
"negative",0,0,0,0,0,0,0,3.0327868852459
"room",0,6.6,4.71428571428571,0,1.43478260869565,0,0.673469387755102,2.42622950819672
"barcelona",0,0,0,0,0,6.92307692307692,3.6734693877551,0
"governments",0,0,0,0,0,0,0,2.85245901639344
"owning",0,0,0,0,0,0,0,2.70491803278689
"laws",0,3.8,2.71428571428571,0,0.826086956521739,0,0.387755102040816,2.36065573770492
"benefit",0,0,0,6.5,4.52173913043478,2.19230769230769,3.28571428571429,0
"compared",0,0,0,0,0,0,0,2.62295081967213
"competitive",0.5,0,0.142857142857143,0,0.0434782608695652,0,0.0204081632653061,2.59016393442623
"science",0,0,0,5.75,4,2.46153846153846,3.18367346938776,0
"presented",0,0,0,0,0,0,0,2.54098360655738
"period",1.5,0,0.428571428571429,0,0.130434782608696,0,0.0612244897959184,2.44262295081967
"american",0,12.2,8.71428571428571,0,2.65217391304348,3.5,3.10204081632653,0
"cultural",0,0,0,4.5,3.1304347826087,3.03846153846154,3.08163265306122,0
"opportunity",0,0,0,0,0,0,0,2.44262295081967
"housing",0,0,0,0,0,0,0,2.42622950819672
"vehicles",0,0,0,0,0,5.69230769230769,3.02040816326531,0
"advantage",0,0,0,0,0,0,0,2.40983606557377
"success",0,0,0,0,0,0,0,2.34426229508197
"francisco",0,0,0,0,0,0,0,2.32786885245902
"rentals",0,0,0,0,0,0,0,2.32786885245902
"parking",0,0,0,0,0,0,0,2.31147540983607
"protection",0,0,0,0,0,0,0,2.31147540983607
"suppliers",0,0,0,0,0,0,0,2.31147540983607
"governance",0,0,0,4.8125,3.34782608695652,2.30769230769231,2.79591836734694,0
"problems",0,0,0,4.5,3.1304347826087,2.46153846153846,2.77551020408163,0
"norms",0,0,0,4.9375,3.43478260869565,2.19230769230769,2.77551020408163,0
"indicators",0,3.2,2.28571428571429,0,0.695652173913043,4.57692307692308,2.75510204081633,0
"nature",1,0,0.285714285714286,4.6875,3.34782608695652,2.15384615384615,2.71428571428571,0
"health",0.5,0,0.142857142857143,8.1875,5.73913043478261,0,2.69387755102041,0
"family",0.5,4.6,3.42857142857143,6.75,5.73913043478261,0,2.69387755102041,0
"computer",0.5,0,0.142857142857143,7.9375,5.56521739130435,0,2.61224489795918,0
"reputation",0,8.4,6,0,1.82608695652174,3.26923076923077,2.59183673469388,0
"dependent",0,0,0,7.75,5.39130434782609,0,2.53061224489796,0
"reform",0,0,0,7.5,5.21739130434783,0,2.44897959183673,0
"reviews",0,0,0,3.9375,2.73913043478261,2.15384615384615,2.42857142857143,0
"hotels",0,0,0,7.4375,5.17391304347826,0,2.42857142857143,0
"household",0.5,0,0.142857142857143,0,0.0434782608695652,4.5,2.40816326530612,0
"etsy",0,0,0,0,0,4.46153846153846,2.36734693877551,0
"experiences",0,3.4,2.42857142857143,5.75,4.73913043478261,0,2.22448979591837,0
"changes",0,6.8,4.85714285714286,4.5625,4.65217391304348,0,2.18367346938776,0
"institutions",0,0,0,0,0,4.07692307692308,2.16326530612245,0
"identity",0,4.8,3.42857142857143,4.9375,4.47826086956522,0,2.10204081632653,0
